DeltaG_Variability	ID	lower_4	upper_4	range_4	lower_15	upper_15	range_15	lower_20	upper_20	range_20	four_fifteen	four_twenty	fifteen_twenty
DeltaG_Variability	Clt	-25.9567	-0.0	25.9567	-27.1237	-0.0	27.1237	-27.6536	-0.0	27.6536	15CL < 04CL | 04CU == 15CU | 04CR < 15CR	20CL < 04CL | 04CU == 20CU | 04CR < 20CR	20CL < 15CL | 15CU == 20CU | 15CR < 20CR
DeltaG_Variability	Cut1	-77.1800101050788	-33.85765435670722	43.3223557484	-65.06718165104473	-31.120364068398995	33.9468175826	-66.5294741398391	-29.848874526070254	36.6805996138	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	D-LACt2	-22.8212	17.5152	40.3364	-23.7269	19.5957	43.3226	0.0	20.6633	20.6633	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 20CR < 04CR	15CL < 20CL | 15CU < 20CU | 20CR < 15CR
DeltaG_Variability	DADA	-48.47526170222804	-9.740642445451748	38.7346192568	-49.152772620400924	-9.42376625533798	39.7290063651	-51.52731399536381	-9.279731623468086	42.2475823719	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DADK	-28.7592	17.6753	46.4345	-28.8146	17.5388	46.3534	-30.7815	18.3671	49.1486	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DADNt2	-22.82117883847424	17.51516268522151	40.3363415237	-23.726944590677725	19.595651815163368	43.3225964058	-24.13865629622449	20.663268274633378	44.8019245709	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DAGK	-48.60887554694304	-2.174365233292619	46.4345103137	-48.66435045877836	-2.31086979764636	46.3534806611	-50.63119284056414	-1.4825747986062687	49.148618042	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DAHPS	-105.60739426563649	-45.41300537667196	60.194388889	-91.24026492489148	-47.879829190685676	43.3604357342	-92.17426724958212	-44.56664719453148	47.6076200551	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DAPDC	-94.48999234358502	-41.94450328792047	52.5454890557	-96.23812552009207	-41.60712175538079	54.6310037647	-97.03273350941348	-41.453766513317284	55.5789669961	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DAPE	-18.193	-0.0	18.193	-18.8881	-0.0	18.8881	-19.2041	-0.0	19.2041	15CL < 04CL | 04CU == 15CU | 04CR < 15CR	20CL < 04CL | 04CU == 20CU | 04CR < 20CR	20CL < 15CL | 15CU == 20CU | 15CR < 20CR
DeltaG_Variability	DASYN	-73.849	-25.5835	48.2655	-75.9345	-26.9385	48.996	-76.8825	-25.6792	51.2033	15CL < 04CL | 15CU < 04CU | 04CR < 15CR	20CL < 04CL | 20CU < 04CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DB4PS	-124.496074759877	-72.78021795242047	51.7158568075	-126.24420593638408	-72.44283641988079	53.8013695165	-127.0388119259492	-72.2894811778173	54.7493307481	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DBTSr	-68.3352	-0.0	68.3352	-56.1005	-0.0	56.1005	-57.5085	-0.0	57.5085	04CL < 15CL | 04CU == 15CU | 15CR < 04CR	04CL < 20CL | 04CU == 20CU | 20CR < 04CR	20CL < 15CL | 15CU == 20CU | 15CR < 20CR
DeltaG_Variability	DCYTD	-47.654096044428044	-8.919476786960434	38.7346192575	-48.331606962600915	-8.602600597537982	39.7290063651	-50.70614833756381	-8.458565965668088	42.2475823719	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DCYTt2	-22.82117883847424	17.51516268522151	40.3363415237	-23.726944590677725	19.59565181516337	43.3225964058	-24.138656296224497	20.663268274633378	44.8019245709	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DGK1	-34.3005	12.134	46.4345	-34.356	11.9975	46.3535	-36.3228	12.8258	49.1486	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DHAD1	-60.443850197921506	-25.413522827478488	35.0303273704	-61.13902176760375	-24.718351257796236	36.4206705098	-61.45500884473205	-24.402364180667938	37.0526446641	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DHAD2	-60.443663641821516	-25.41333627137849	35.0303273704	-61.13883521150376	-24.718164701695894	36.4206705098	-61.45482228863206	-24.40217762456794	37.0526446641	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DHDPRy	-47.649221578464534	-0.10444222962523497	47.5447793488	-38.84980245982612	-9.999999974752427e-07	38.8498014598	-40.62118710230518	-9.999999974752427e-07	40.6211861023	15CL < 04CL | 04CU < 15CU | 15CR < 04CR	20CL < 04CL | 04CU < 20CU | 20CR < 04CR	15CL < 20CL | 15CU == 20CU | 15CR < 20CR
DeltaG_Variability	DHDPS	-124.11911453457952	-71.573623478915	52.5454910557	-124.4564960671192	-69.82549030240794	54.6310057647	-124.60985130918272	-69.03088431308652	55.5789669961	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DHFR	-60.3523	-7.5333	52.819	-50.8577	-1.8033	49.0544	-52.3131	-0.0	52.3131	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 04CU < 20CU | 20CR < 04CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DHFS	-67.40123660556453	-9.999999921461722e-07	67.4012356056	-55.166513479207104	-1.0000000010279564e-06	55.1665124792	-56.57449641959019	-9.999999974752427e-07	56.5744954196	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 04CU < 20CU | 20CR < 04CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DHNAOT7	-144.5773395402398	-60.396609319565684	84.1807302207	-149.08565365304992	-72.93597877817948	76.1496748749	-151.13488934069093	-71.83466230473107	79.300227036	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 04CU < 20CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DHNPA	-44.79589824577701	-9.999999974752427e-07	44.7958972458	-46.54403142228408	-9.999999974752427e-07	46.5440304223	-47.33863741160548	-9.999999974752427e-07	47.3386364116	04CL < 15CL | 04CU == 15CU | 04CR < 15CR	04CL < 20CL | 04CU == 20CU | 04CR < 20CR	15CL < 20CL | 15CU == 20CU | 15CR < 20CR
DeltaG_Variability	DHORD2	-191.80000496559205	-127.0011375749843	64.7988673906	-183.90914143958395	-125.4002021142548	58.5089393253	-185.62649489670437	-124.6725041775596	60.9539907191	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DHORD4i	-14.089587988278884	57.13450114441572	71.2240891327	-15.563734237833623	58.73543660514518	74.299170843	-16.233800714903964	59.4631345418404	75.6969352567	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DHORD8	-76.18939221227889	-4.96530307958429	71.2240891327	-77.66353846183362	-3.3643676188547946	74.299170843	-78.33360493890396	-2.6366696821596065	75.6969352567	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DHORTS	0.0	18.6786	18.6786	0.0	19.6682	19.6682	0.0	20.118	20.118	04CL == 15CL | 04CU < 15CU | 04CR < 15CR	04CL == 20CL | 04CU < 20CU | 04CR < 20CR	15CL == 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DHPPDA2	-4.47216851572804	-9.999999992515995e-07	4.47216751573	-5.1496794339009195	-9.999999956988859e-07	5.1496784339	-7.524220808863811	-9.999999974752427e-07	7.52421980886	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DHPRx	12.2777	57.7238	45.4461	20.755	60.484	39.729	19.491	61.7386	42.2476	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 04CU < 20CU | 20CR < 04CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DHPS3	-72.27202075260602	-22.923775421938824	49.3482453307	-72.9119140893037	-23.80219795678762	49.1097161325	-73.20277469689358	-22.326305474200986	50.8764692227	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DHPTPE	-17.5152	17.5152	35.0304	-18.2103	18.2103	36.4206	-18.5263	18.5263	37.0526	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DHQD1	-22.5473	-0.0	22.5473	-23.2425	-0.0	23.2425	-23.5584	-0.0	23.5584	15CL < 04CL | 04CU == 15CU | 04CR < 15CR	20CL < 04CL | 04CU == 20CU | 04CR < 20CR	20CL < 15CL | 15CU == 20CU | 15CR < 20CR
DeltaG_Variability	DHQS	-168.93091280608502	-123.35852057443545	45.5723922316	-161.00201223045167	-121.27300586514913	39.7290063653	-162.57262700589956	-120.32504463400379	42.2475823719	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DIPEPabc10	-87.05077866439686	-30.818501865786633	56.2322767986	-75.192925495632	-28.006831362603215	47.186094133	-76.77166440160565	-26.715166223724186	50.0564981779	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DIPEPabc13	-87.0507786643965	-30.818501865786633	56.2322767986	-75.19292549563167	-28.006831362603208	47.186094133	-76.77166440160565	-26.715166223724196	50.0564981779	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DKMPPD3	-144.23510704481504	-60.31597994103441	83.9191271038	-141.48918480924817	-76.93317347877061	64.5560113305	-145.41569973927176	-74.25192161919318	71.1637781201	15CL < 04CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 04CU < 20CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DMATT	-129.29967343354303	-73.04989049154523	56.249782942	-130.69001657314715	-74.40484288056857	56.2851736926	-131.32199072716415	-73.14555487715216	58.17643585	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DMOCT	-68.69157496044302	-12.44179201844523	56.249782942	-70.08191809980752	-13.796744407468562	56.2851736923	-70.71389225406412	-12.537456404052161	58.17643585	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DMPPS	-88.30840696584303	-42.862294001945216	45.4461129639	-79.8311194307051	-40.10211306540255	39.7290063653	-81.09506773946202	-38.84748536732252	42.2475823721	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DMQMT	-27.953645374671524	-9.999999974752427e-07	27.9536443747	-21.438078049182717	-9.999999956988859e-07	21.4380770492	-23.565816074135412	-9.99999993922529e-07	23.5658150741	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DMSOR3e	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	DMSOR4e	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	DNA_CUT	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	DNA_SYNTHESIS	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	DNMPPA	-62.753846411585	-17.18145417993545	45.5723922316	-54.82494583595167	-15.095939470649096	39.7290063653	-56.395560611399546	-14.147978239503766	42.2475823719	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DNTPPA	-86.46698989758502	-47.732370640808725	38.7346192568	-88.21512307409206	-50.14028463665686	38.0748384374	-89.0097290634135	-49.35961554543356	39.650113518	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DPCOAK	-34.32856930846104	-1.0000000010279564e-06	34.3285683085	-34.3840442198172	-1.0000000010279564e-06	34.3840432198	-36.350886602082134	-9.999999974752427e-07	36.3508856021	04CL < 15CL | 04CU == 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DPR	-53.36073539074302	-9.999999974752427e-07	53.3607343907	-43.86614470242237	-1.0000000010279564e-06	43.8661437024	-45.32154226777311	-9.99999993922529e-07	45.3215412678	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DRBK	-51.24237904722497	-7.089571757308271	44.1528072899	-51.983536926538775	-5.630056265646363	46.3534806609	-53.950379308564116	-4.801760766606776	49.148618542	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DRPA	-16.82948171750345	-9.995391323514013e-07	16.829480718	-9.265439885143726	30.463566479919212	39.7290063651	-11.630660649913018	30.616921721982713	42.2475823719	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DTMPK	-32.3726	-0.0	32.3726	-32.4281	-0.0	32.4281	-34.3949	-0.0	34.3949	15CL < 04CL | 04CU == 15CU | 04CR < 15CR	20CL < 04CL | 04CU == 20CU | 04CR < 20CR	20CL < 15CL | 15CU == 20CU | 15CR < 20CR
DeltaG_Variability	DURIK1	-49.88737800694304	-3.4528676932926174	46.4345103137	-49.942852918299195	-3.5893727576458634	46.3534801607	-51.90969530056414	-2.7610767586067766	49.148618542	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DURIPP	-13.88	34.4766	48.3566	-17.0185	40.9208	57.9393	-18.4451	42.3288	60.7739	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DURIt2	-22.82117883847424	17.51516268522151	40.3363415237	-23.726944590677725	19.595651815163368	43.3225964058	-24.138656296224895	20.663268274633378	44.8019245709	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	DUTPDP	-103.16090623658499	-64.73160174581895	38.4293044908	-104.90903941309209	-67.48710152650825	37.4219378866	-105.70364540241349	-66.8644254738496	38.8392199286	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	DXPRI	-50.8325	-0.0	50.8325	-41.3379	-0.0	41.3379	-42.7933	-0.0	42.7933	04CL < 15CL | 04CU == 15CU | 15CR < 04CR	04CL < 20CL | 04CU == 20CU | 20CR < 04CR	20CL < 15CL | 15CU == 20CU | 15CR < 20CR
DeltaG_Variability	DXPS	-59.008152856915444	-9.99999993922529e-07	59.0081518569	-68.33073379180752	-10.391394171840798	57.93933962	-68.96270994606411	-8.188805242136326	60.7739047039	04CL < 15CL | 15CU < 04CU | 15CR < 04CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	E4PD	-53.0771	-14.7303	38.3468	-62.9366	-32.1212	30.8154	-64.1912	-30.8573	33.3339	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	ECOAH2C	-2.8905	32.1398	35.0303	-3.5857	32.835	36.4207	-3.9016	33.151	37.0526	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	ECOAH9	2.0136	37.044	35.0304	1.3185	37.7391	36.4206	1.0025	38.0551	37.0526	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	EDA	-27.098090574684996	-9.999999974752427e-07	27.0980895747	-13.944224351543742	25.784782013519223	39.7290063651	-16.309445116313025	25.938137255582717	42.2475823719	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	EDTXS5	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EDTXS6	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	ENO	-21.4955	13.5349	35.0304	-12.5451	-0.0	12.5451	-14.2737	-0.0	14.2737	04CL < 15CL | 15CU < 04CU | 15CR < 04CR	04CL < 20CL | 20CU < 04CU | 20CR < 04CR	20CL < 15CL | 15CU == 20CU | 15CR < 20CR
DeltaG_Variability	EPPP2	-68.8105	-23.2381	45.5724	-60.8816	-21.1526	39.729	-62.4522	-20.2046	42.2476	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 04CU < 20CU | 20CR < 04CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	EX_cpd_ac[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_acgam[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_adn[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_ala-D[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_ala-L[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_asp-L[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_bgl[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_ca2[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_cbl1[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_chitin[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_chitob[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_chol[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_cit[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_cl[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_co2[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_cobalt2[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_cu2[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_cytd[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_dad-2[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_damp[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_dcmp[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_dcyt[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_dgmp[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_dgsn[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_dms[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_dmso[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_dna[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_dodcan[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_dtmp[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_duri[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_fe2[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_for[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_fum[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_gal[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_galactan[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_glc-D[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_glu-L[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_gly-asp-L[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_gly-glu-L[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_gly[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_glyb[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_glyc-R[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_glyc[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_glyclt[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_gthrd[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_h2[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_h2o2[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	EX_cpd_h2o[e]	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
